id,scientific_name,most_common_name,source,status,reason,short_description,facts_text,final_text,url_used
138,Notropis rupestris,notropis rupestris,fishbase,OK,,"Dorsal soft rays (total): 8; Anal soft rays : 7 - 9. Distinguished from its congeners by the following combination of characters: black-stripe around snout and along side to caudal-fin base, followed by a small black spot; black stripe along side connects a series of crescents, on at the posterior edge of each lateral-line scale; lateral line usually complete; body slender, fairly compressed with notably arched nape; dorsal-fin origin over to slightly behind pelvic-fin origin; small mouth, nearly terminal; predorsal scales 10-14, usually 11-13; gill rakers 8-11, rarely 7; peritoneum black . Body shape ( shape guide ): elongated; Cross section: oval","max length: 7
environment: milieu / climate zone / depth range / distribution range
depth: lower Caney Fork system and nearby tributaries of central Cumberland River drainage in Tennessee, USA
body: elongated","Dorsal soft rays (total): 8; Anal soft rays : 7 - 9. Distinguished from its congeners by the following combination of characters: black-stripe around snout and along side to caudal-fin base, followed by a small black spot; black stripe along side connects a series of crescents, on at the posterior edge of each lateral-line scale; lateral line usually complete; body slender, fairly compressed with notably arched nape; dorsal-fin origin over to slightly behind pelvic-fin origin; small mouth, nearly terminal; predorsal scales 10-14, usually 11-13; gill rakers 8-11, rarely 7; peritoneum black . Body shape ( shape guide ): elongated; Cross section: oval",https://fishbase.se/summary/Notropis-rupestris
139,Doryrhamphus excisus,doryrhamphus excisus,fishbase,OK,,Dorsal spines (total): 0; Dorsal soft rays (total): 21 - 29; Anal spines : 0; Anal soft rays : 4. Superior trunk and tail ridges discontinuous; inferior trunk ridge ending on anal ring; lateral trunk ridge continuous with inferior tail ridge; body rings 17-19; tail rings 13-17. Also . 4281 . Body shape ( shape guide ): eel-like; Cross section: angular,"max length: 7
environment: milieu / climate zone / depth range / distribution range
depth: Persian Gulf and East Africa to the west coast of the Americas
body: eel-like",Dorsal spines (total): 0; Dorsal soft rays (total): 21 - 29; Anal spines : 0; Anal soft rays : 4. Superior trunk and tail ridges discontinuous; inferior trunk ridge ending on anal ring; lateral trunk ridge continuous with inferior tail ridge; body rings 17-19; tail rings 13-17. Also . 4281 . Body shape ( shape guide ): eel-like; Cross section: angular,https://fishbase.se/summary/Doryrhamphus-excisus
140,Sebastapistes strongia,sebastapistes strongia,fishbase,OK,,Dorsal spines (total): 12; Dorsal soft rays (total): 8 - 9; Anal spines : 3; Anal soft rays : 5. Lachrymal spines 2 . Body shape ( shape guide ): fusiform / normal,"max length: 9
environment: milieu / climate zone / depth range / distribution range
depth: Red Sea and East Africa (
body: fusiform / normal",Dorsal spines (total): 12; Dorsal soft rays (total): 8 - 9; Anal spines : 3; Anal soft rays : 5. Lachrymal spines 2 . Body shape ( shape guide ): fusiform / normal,https://fishbase.se/summary/Sebastapistes-strongia
141,Pristiapogon kallopterus,pristiapogon kallopterus,fishbase,OK,,"Dorsal spines (total): 8; Dorsal soft rays (total): 9; Anal spines : 2; Anal soft rays : 8. Tan to light red brown in color, dusky scale margins; a brown mid-lateral stripe from tip of snout, through eye to upper caudal base (stripe may fade on peduncle); black spot at base of caudal fin . Further characterized by relatively broad midlateral dark stripe; yellow anterior margin on dorsal fin; green to blue iridescent shades on body when viewed with light at night; juvenile with yellowish head and belly; greatest depth of body 2.5-3.3 in SL . Body shape ( shape guide ): short and / or deep; Cross section: compressed","max length: 15
environment: milieu / climate zone / depth range / distribution range
depth: Red Sea south to Algoa Bay, South Africa (
body: short and / or deep","Dorsal spines (total): 8; Dorsal soft rays (total): 9; Anal spines : 2; Anal soft rays : 8. Tan to light red brown in color, dusky scale margins; a brown mid-lateral stripe from tip of snout, through eye to upper caudal base (stripe may fade on peduncle); black spot at base of caudal fin . Further characterized by relatively broad midlateral dark stripe; yellow anterior margin on dorsal fin; green to blue iridescent shades on body when viewed with light at night; juvenile with yellowish head and belly; greatest depth of body 2.5-3.3 in SL . Body shape ( shape guide ): short and / or deep; Cross section: compressed",https://fishbase.se/summary/Pristiapogon-kallopterus
142,Notropis braytoni,notropis braytoni,fishbase,OK,,,"max length: 6
environment: milieu / climate zone / depth range / distribution range
depth: Rio Grande drainage from near mouth upstream to mouth of Rio Conchos and lower Pecos River in Texas, USA
body: 2","max length: 6
environment: milieu / climate zone / depth range / distribution range
depth: Rio Grande drainage from near mouth upstream to mouth of Rio Conchos and lower Pecos River in Texas, USA
body: 2",https://fishbase.se/summary/Notropis-braytoni
143,Halichoeres hortulanus,halichoeres hortulanus,fishbase,OK,,"Dorsal spines (total): 9; Dorsal soft rays (total): 11; Anal spines : 3; Anal soft rays : 11. Some geographical variations between Indian and Pacific Ocean and Red Sea. Adults with one or two yellow saddles over the back and sometimes with small black spot on upper peduncle. Small juveniles black and white, gradually changing with growth to adult pattern . Body shape ( shape guide ): fusiform / normal; Cross section: compressed","max length: 27
environment: milieu / climate zone / depth range / distribution range
depth: Red Sea south to Sodwana Bay, South Africa and east to the Line, Marquesas and Tuamoto islands, north to southern Japan, south to the southern Great Barrier Reef
body: fusiform / normal","Dorsal spines (total): 9; Dorsal soft rays (total): 11; Anal spines : 3; Anal soft rays : 11. Some geographical variations between Indian and Pacific Ocean and Red Sea. Adults with one or two yellow saddles over the back and sometimes with small black spot on upper peduncle. Small juveniles black and white, gradually changing with growth to adult pattern . Body shape ( shape guide ): fusiform / normal; Cross section: compressed",https://fishbase.se/summary/Halichoeres-hortulanus
144,Synodus dermatogenys,synodus dermatogenys,fishbase,OK,,"Dorsal spines (total): 0; Dorsal soft rays (total): 11 - 13; Anal spines : 0; Anal soft rays : 8 - 10. Body brownish above, with 7 irregular blackish bars . Cheek usually not scaled to preopercular margin; membranous flap on anterior nostrils long and slender; pectoral fins not reaching a line connecting origins of dorsal and pelvic fins. Body shape ( shape guide ): elongated; Cross section: circular","max length: 24
environment: milieu / climate zone / depth range / distribution range
depth: Red Sea to the Hawaiian, Line, Marquesan, and Tuamoto islands, north to Ryukyu Islands, south to Lord Howe
body: elongated","Dorsal spines (total): 0; Dorsal soft rays (total): 11 - 13; Anal spines : 0; Anal soft rays : 8 - 10. Body brownish above, with 7 irregular blackish bars . Cheek usually not scaled to preopercular margin; membranous flap on anterior nostrils long and slender; pectoral fins not reaching a line connecting origins of dorsal and pelvic fins. Body shape ( shape guide ): elongated; Cross section: circular",https://fishbase.se/summary/Synodus-dermatogenys
145,Aporops bilinearis,aporops bilinearis,fishbase,OK,,Dorsal spines (total): 7; Dorsal soft rays (total): 23 - 25; Anal spines : 3; Anal soft rays : 19 - 21; Vertebrae : 10 - 18. Adults' body light brown with scattered vertically elongate dark brown spots. Large pores in interorbital space absent (except in small juveniles). Preopercular spine projecting upward. Caudal vertebrae rarely up to 19. Lateral line scales: anterior 32-38; posterior 14-28 (usually 19-21) when fully developed. Longitudinal line series 53-59. Body shape ( shape guide ): fusiform / normal; Cross section: compressed,"max length: 9
environment: milieu / climate zone / depth range / distribution range
depth: L
body: fusiform / normal",Dorsal spines (total): 7; Dorsal soft rays (total): 23 - 25; Anal spines : 3; Anal soft rays : 19 - 21; Vertebrae : 10 - 18. Adults' body light brown with scattered vertically elongate dark brown spots. Large pores in interorbital space absent (except in small juveniles). Preopercular spine projecting upward. Caudal vertebrae rarely up to 19. Lateral line scales: anterior 32-38; posterior 14-28 (usually 19-21) when fully developed. Longitudinal line series 53-59. Body shape ( shape guide ): fusiform / normal; Cross section: compressed,https://fishbase.se/summary/Aporops-bilinearis
146,Leptojulis cyanopleura,leptojulis cyanopleura,fishbase,OK,,"Dorsal spines (total): 9; Dorsal soft rays (total): 11; Anal spines : 3; Anal soft rays : 11 - 12. Slender species, usually with brown or dusky mid-lateral stripe. Male with reflective blue spot in the dark band, just past pectoral fin . Body shape ( shape guide ): fusiform / normal; Cross section: compressed","max length: 13
environment: milieu / climate zone / depth range / distribution range
depth: Gulf of Oman to the Philippines and Australia
body: fusiform / normal","Dorsal spines (total): 9; Dorsal soft rays (total): 11; Anal spines : 3; Anal soft rays : 11 - 12. Slender species, usually with brown or dusky mid-lateral stripe. Male with reflective blue spot in the dark band, just past pectoral fin . Body shape ( shape guide ): fusiform / normal; Cross section: compressed",https://fishbase.se/summary/Leptojulis-cyanopleura
147,Mulloidichthys flavolineatus,mulloidichthys flavolineatus,,MISS,request_exc:ConnectionError,,,,
148,Cephalopholis miniata,cephalopholis miniata,fishbase,OK,,"Dorsal spines (total): 9; Dorsal soft rays (total): 14 - 15; Anal spines : 3; Anal soft rays : 8 - 9. Color orange-red to reddish brown, usually dark posteriorly with numerous bright blue spots which are smaller than the pupil and often faintly dark-edged on head, body and median fins; distal margin of caudal fin and soft portions of dorsal and anal fins usually with a narrow blue margin and blackish submarginal line; orange-yellow pectoral fins, on some only distally; orange-red pelvic fins; it is capable of a disruptive color pattern of irregular oblique olivaceous bars; juveniles may be yellow with scattered faint blue spots. D IX, 14-16; A III, 8-9 (rarely 8); pectoral 17-18 (often 18); scales on lateral line 47-55; scales on longitudinal series 94-114; snout anterior to nostrils no scales; partially scaled maxilla; abdomen with cycloid scales; gill rakers 7-9 + 13-15; depth of body 2.65-3.05 in SL; length of head 2.4-2.65 in SL; the maxilla extends to or posterior to rear of the orbit; smooth ventral margin of preopercle; 5th - 8th dorsal spines longest , 3.0-3.6 in head; pectoral fins 1.45-1.75 in head; pelvic fins do not reach the anus, 1.9-2.3 in head . Body shape ( shape guide ): fusiform / normal; Cross section: compressed","max length: 50
environment: milieu / climate zone / depth range / distribution range
depth: Red Sea to Durban, South Africa and eastward to the Line Islands
body: fusiform / normal","Dorsal spines (total): 9; Dorsal soft rays (total): 14 - 15; Anal spines : 3; Anal soft rays : 8 - 9. Color orange-red to reddish brown, usually dark posteriorly with numerous bright blue spots which are smaller than the pupil and often faintly dark-edged on head, body and median fins; distal margin of caudal fin and soft portions of dorsal and anal fins usually with a narrow blue margin and blackish submarginal line; orange-yellow pectoral fins, on some only distally; orange-red pelvic fins; it is capable of a disruptive color pattern of irregular oblique olivaceous bars; juveniles may be yellow with scattered faint blue spots. D IX, 14-16; A III, 8-9 (rarely 8); pectoral 17-18 (often 18); scales on lateral line 47-55; scales on longitudinal series 94-114; snout anterior to nostrils no scales; partially scaled maxilla; abdomen with cycloid scales; gill rakers 7-9 + 13-15; depth of body 2.65-3.05 in SL; length of head 2.4-2.65 in SL; the maxilla extends to or posterior to rear of the orbit; smooth ventral margin of preopercle; 5th - 8th dorsal spines longest , 3.0-3.6 in head; pectoral fins 1.45-1.75 in head; pelvic fins do not reach the anus, 1.9-2.3 in head . Body shape ( shape guide ): fusiform / normal; Cross section: compressed",https://fishbase.se/summary/Cephalopholis-miniata
149,Cirripectes variolosus,cirripectes variolosus,fishbase,OK,,"Dorsal spines (total): 11 - 13; Dorsal soft rays (total): 13 - 15; Anal spines : 2; Anal soft rays : 14 - 16; Vertebrae : 29 - 31. Dorsal fin XII, 14, membrane attached to caudal fin, with deep notch above last spine, first spine slightly higher than second; anal fin II, 15; pectoral rays 15; pelvic fin I, 4; caudal fin procurrent rays 10-14. Vertebrae 10 + 20. LL, without scales but with scalelike flaps; LL tubes 1-11, canal ends below 7th dorsal ray and caudal-fin base. Lower lip smooth mesially, plicate laterally. Upper lip crenulae 37-51. Gill rakers 23-29. Cephalic pore system complex; midsnout pores present. Cirri, supraorbital 4-14, nasal 4-19; nuchal 27-38, in 4 groups, bases of ventralmost groups slightly expanded. Adults with brown body; red spots or narrow lines on snout and around the eye; iris silvery . Anterior nare is tubular and provided with an apical lid that prevents the penetration of sand particles . Body shape ( shape guide ): fusiform / normal; Cross section: oval","max length: 8
environment: milieu / climate zone / depth range / distribution range
depth: Palau to Johnston Islands, Marquesas and Pitcairn Islands, north to the Bonin Islands, south to Rapa
body: fusiform / normal","Dorsal spines (total): 11 - 13; Dorsal soft rays (total): 13 - 15; Anal spines : 2; Anal soft rays : 14 - 16; Vertebrae : 29 - 31. Dorsal fin XII, 14, membrane attached to caudal fin, with deep notch above last spine, first spine slightly higher than second; anal fin II, 15; pectoral rays 15; pelvic fin I, 4; caudal fin procurrent rays 10-14. Vertebrae 10 + 20. LL, without scales but with scalelike flaps; LL tubes 1-11, canal ends below 7th dorsal ray and caudal-fin base. Lower lip smooth mesially, plicate laterally. Upper lip crenulae 37-51. Gill rakers 23-29. Cephalic pore system complex; midsnout pores present. Cirri, supraorbital 4-14, nasal 4-19; nuchal 27-38, in 4 groups, bases of ventralmost groups slightly expanded. Adults with brown body; red spots or narrow lines on snout and around the eye; iris silvery . Anterior nare is tubular and provided with an apical lid that prevents the penetration of sand particles . Body shape ( shape guide ): fusiform / normal; Cross section: oval",https://fishbase.se/summary/Cirripectes-variolosus
150,Halichoeres nebulosus,halichoeres nebulosus,fishbase,OK,,Dorsal spines (total): 9; Dorsal soft rays (total): 11; Anal spines : 3; Anal soft rays : 11. Males are identified by the angled or diagonal pink band below the eye. Females have a brighter pink patch of color on the belly compared to the similar H. margaritaceus . Body shape ( shape guide ): fusiform / normal; Cross section: compressed,"max length: 12
environment: milieu / climate zone / depth range / distribution range
depth: throughout the tropical and subtropical Indian Ocean including the Red Sea
body: fusiform / normal",Dorsal spines (total): 9; Dorsal soft rays (total): 11; Anal spines : 3; Anal soft rays : 11. Males are identified by the angled or diagonal pink band below the eye. Females have a brighter pink patch of color on the belly compared to the similar H. margaritaceus . Body shape ( shape guide ): fusiform / normal; Cross section: compressed,https://fishbase.se/summary/Halichoeres-nebulosus
151,Leptoscarus vaigiensis,leptoscarus vaigiensis,fishbase,OK,,"Dorsal spines (total): 9; Dorsal soft rays (total): 10; Anal spines : 3; Anal soft rays : 9; Vertebrae : 25. This species distinguished by the following characters: median predorsal scales 4 (occasionally 3); 1 scale row on cheek, 1(4), below eye; pectoral-fin rays 13; relatively elongate, its depth 2.9-3.8 in SL; unique narrow dental plates composed of numerous small teeth. Colour when fresh, greenish or olive brown, often strongly mottled; male with midlateral white stripe . Body shape ( shape guide ): fusiform / normal; Cross section: compressed","max length: 35
environment: milieu / climate zone / depth range / distribution range
depth: False Bay, South Africa
body: fusiform / normal","Dorsal spines (total): 9; Dorsal soft rays (total): 10; Anal spines : 3; Anal soft rays : 9; Vertebrae : 25. This species distinguished by the following characters: median predorsal scales 4 (occasionally 3); 1 scale row on cheek, 1(4), below eye; pectoral-fin rays 13; relatively elongate, its depth 2.9-3.8 in SL; unique narrow dental plates composed of numerous small teeth. Colour when fresh, greenish or olive brown, often strongly mottled; male with midlateral white stripe . Body shape ( shape guide ): fusiform / normal; Cross section: compressed",https://fishbase.se/summary/Leptoscarus-vaigiensis
152,Scarus ghobban,scarus ghobban,fishbase,OK,,"Dorsal spines (total): 9; Dorsal soft rays (total): 10; Anal spines : 3; Anal soft rays : 9. This species is distinguished by the following characters: median predorsal scales 6-8 (usually 7); 3 scale rows on cheek, 1(6-7), 2(6-9), 3(3-5); pectoral-fin rays 13-15 (occasionally 15); terminal male usually with 2 conical teeth on side of upper dental plate (female without), with lips mainly covering the plates; caudal fin rounded in small female, with prolonged lobes in large adult. Colour of male dark reddish brown anteriorly with a bright green dot at top end of line from mouth through eye to top of opercular opening; female red on head, belly and fins, side with wavy black and white stripes, and dark green bands around the mouth and eye . Body shape ( shape guide ): fusiform / normal; Cross section: compressed","max length: 75
environment: milieu / climate zone / depth range / distribution range
depth: Algoa Bay, South Africa and Red Sea (
body: fusiform / normal","Dorsal spines (total): 9; Dorsal soft rays (total): 10; Anal spines : 3; Anal soft rays : 9. This species is distinguished by the following characters: median predorsal scales 6-8 (usually 7); 3 scale rows on cheek, 1(6-7), 2(6-9), 3(3-5); pectoral-fin rays 13-15 (occasionally 15); terminal male usually with 2 conical teeth on side of upper dental plate (female without), with lips mainly covering the plates; caudal fin rounded in small female, with prolonged lobes in large adult. Colour of male dark reddish brown anteriorly with a bright green dot at top end of line from mouth through eye to top of opercular opening; female red on head, belly and fins, side with wavy black and white stripes, and dark green bands around the mouth and eye . Body shape ( shape guide ): fusiform / normal; Cross section: compressed",https://fishbase.se/summary/Scarus-ghobban
153,Acanthurus bahianus,acanthurus bahianus,fishbase,OK,,,"max length: 12
environment: milieu / climate zone / depth range / distribution range
depth: coast of Brazil, from Parcel Manuel Luiz to Santa Catarina, including the oceanic Islands of Fernando de Noronha, Atol das Rocas, Trindade, Ascension I
body: 2","max length: 12
environment: milieu / climate zone / depth range / distribution range
depth: coast of Brazil, from Parcel Manuel Luiz to Santa Catarina, including the oceanic Islands of Fernando de Noronha, Atol das Rocas, Trindade, Ascension I
body: 2",https://fishbase.se/summary/Acanthurus-bahianus
154,Sphyraena obtusata,sphyraena obtusata,fishbase,OK,,"Dorsal spines (total): 6; Dorsal soft rays (total): 9; Anal spines : 2; Anal soft rays : 9. Body elongate and subcylindrical with small cycloid scales; head long and pointed. Mouth large and horizontal, the tip of the lower jaw protruding; intermaxilla non-protractile. Preoperculum rectangular, with wide naked skin flap. First dorsal fin origin slightly before the pectoral fin tip, the first spine equal to the second. Pelvic fins well before the tip of the pectoral, closer to the anal than the tip of the lower jaw. Color is generally green above and silvery below. Body shape ( shape guide ): elongated; Cross section: oval","max length: 55
environment: milieu / climate zone / depth range / distribution range
depth: Red Sea and East Africa to Samoa, north to the Ryukyu Islands, south to Victoria, Australia
body: elongated","Dorsal spines (total): 6; Dorsal soft rays (total): 9; Anal spines : 2; Anal soft rays : 9. Body elongate and subcylindrical with small cycloid scales; head long and pointed. Mouth large and horizontal, the tip of the lower jaw protruding; intermaxilla non-protractile. Preoperculum rectangular, with wide naked skin flap. First dorsal fin origin slightly before the pectoral fin tip, the first spine equal to the second. Pelvic fins well before the tip of the pectoral, closer to the anal than the tip of the lower jaw. Color is generally green above and silvery below. Body shape ( shape guide ): elongated; Cross section: oval",https://fishbase.se/summary/Sphyraena-obtusata
155,Cephalopholis urodeta,cephalopholis urodeta,fishbase,OK,,"Dorsal spines (total): 9; Dorsal soft rays (total): 14 - 16; Anal spines : 3; Anal soft rays : 8 - 9. This species is distinguished by the following characteristics: greatest body depth 2.7-3.1 in standard length; body scales ctenoid except cycloid scales ventrally on abdomen; rounded caudal fin; pelvic fins usually not reaching the anus, 1.8-2.2 in head length Colour of body reddish brown anteriorly, dark brown posteriorly; caudal fin with 2 white to bluish white bands that converge posteriorly . Body shape ( shape guide ): fusiform / normal; Cross section: compressed","max length: 28
environment: milieu / climate zone / depth range / distribution range
depth: eastward to French Polynesia and the Pitcairn Islands, and to Christmas Isalnd in the Indian Ocean
body: fusiform / normal","Dorsal spines (total): 9; Dorsal soft rays (total): 14 - 16; Anal spines : 3; Anal soft rays : 8 - 9. This species is distinguished by the following characteristics: greatest body depth 2.7-3.1 in standard length; body scales ctenoid except cycloid scales ventrally on abdomen; rounded caudal fin; pelvic fins usually not reaching the anus, 1.8-2.2 in head length Colour of body reddish brown anteriorly, dark brown posteriorly; caudal fin with 2 white to bluish white bands that converge posteriorly . Body shape ( shape guide ): fusiform / normal; Cross section: compressed",https://fishbase.se/summary/Cephalopholis-urodeta
156,Ostorhinchus taeniophorus,ostorhinchus taeniophorus,fishbase,OK,,"Dorsal spines (total): 8; Dorsal soft rays (total): 9; Anal spines : 2; Anal soft rays : 8. Characterized by having dorsal fin rays VII-I, 9; anal fin rays II,8; pectoral fin rays 14; pelvic fin rays I, 5; pored lateral line scales 24; predorsal scales 3-4; circumpeduncular scales 12 ; Whitish with 5-6 black stripes . Secondary dark line extends backwards as far as the first dorsal fin, in large specimens . Absence of dark spot on caudal fin base; greatest depth of body 2.7-3.0 in SL . Body shape ( shape guide ): short and / or deep; Cross section: compressed","max length: 11
environment: milieu / climate zone / depth range / distribution range
depth: Red Sea and Sodwana Bay, South Africa (
body: short and / or deep","Dorsal spines (total): 8; Dorsal soft rays (total): 9; Anal spines : 2; Anal soft rays : 8. Characterized by having dorsal fin rays VII-I, 9; anal fin rays II,8; pectoral fin rays 14; pelvic fin rays I, 5; pored lateral line scales 24; predorsal scales 3-4; circumpeduncular scales 12 ; Whitish with 5-6 black stripes . Secondary dark line extends backwards as far as the first dorsal fin, in large specimens . Absence of dark spot on caudal fin base; greatest depth of body 2.7-3.0 in SL . Body shape ( shape guide ): short and / or deep; Cross section: compressed",https://fishbase.se/summary/Ostorhinchus-taeniophorus
157,Epinephelus malabaricus,epinephelus malabaricus,fishbase,OK,,"Dorsal spines (total): 11; Dorsal soft rays (total): 14 - 16; Anal spines : 3; Anal soft rays : 8. Characterized by light grey to yellowish brown color; five slightly oblique dark brown bars that bifurcate ventrally; numerous small black spots and blotches in head and body; ctenoid scales on body except cycloid anterodorsally on body, thorax and abdomen; body with auxiliary scales; greatest depth of body 3.0-3.6 in SL; rounded caudal fin; pelvic fins, 2.0-2.6 in head length ; head length 2.3-2.6 times in SL; snout length 1.7-2.0 times in upper jaw length; interorbital width 4.5-6.5 times in HL and 2.1-3.0 times in upper jaw length; flat or slightly convex interorbital area; subangular preopercle, with enlarged serrae at the angle; almost straight upper edge of operculum; subequal posterior and anterior nostrils, except in large adults which have the posterior nostrils slightly larger; maxilla reaches to or past vertical at rear edge of orbit, maxilla width 4.5-6.5% of SL; upper jaw length 17-22% of SL, 2-5 rows of teeth on midlateral part of lower jaw . Body shape ( shape guide ): fusiform / normal; Cross section: compressed","max length: 234 cm TL male/unsexed
environment: milieu / climate zone / depth range / distribution range
depth: Red Sea and East Africa to Tonga, north to Japan, south to Australia
body: fusiform / normal","Dorsal spines (total): 11; Dorsal soft rays (total): 14 - 16; Anal spines : 3; Anal soft rays : 8. Characterized by light grey to yellowish brown color; five slightly oblique dark brown bars that bifurcate ventrally; numerous small black spots and blotches in head and body; ctenoid scales on body except cycloid anterodorsally on body, thorax and abdomen; body with auxiliary scales; greatest depth of body 3.0-3.6 in SL; rounded caudal fin; pelvic fins, 2.0-2.6 in head length ; head length 2.3-2.6 times in SL; snout length 1.7-2.0 times in upper jaw length; interorbital width 4.5-6.5 times in HL and 2.1-3.0 times in upper jaw length; flat or slightly convex interorbital area; subangular preopercle, with enlarged serrae at the angle; almost straight upper edge of operculum; subequal posterior and anterior nostrils, except in large adults which have the posterior nostrils slightly larger; maxilla reaches to or past vertical at rear edge of orbit, maxilla width 4.5-6.5% of SL; upper jaw length 17-22% of SL, 2-5 rows of teeth on midlateral part of lower jaw . Body shape ( shape guide ): fusiform / normal; Cross section: compressed",https://fishbase.se/summary/Epinephelus-malabaricus
158,Stethojulis bandanensis,stethojulis bandanensis,fishbase,OK,,Dorsal spines (total): 9; Dorsal soft rays (total): 11 - 12; Anal spines : 3; Anal soft rays : 11. 1st spine of the anal fin is minute or imbedded .Terminal males typically have a series of partial to complete longitudinal thin blue lines on their sides . Females mainly bluish grey with fine white spotting over upper sides and a small red spot at axil of pectoral fin . Body shape ( shape guide ): fusiform / normal; Cross section: compressed,"max length: 15
environment: milieu / climate zone / depth range / distribution range
depth: eastern Indian Ocean to western Australia, including the Christmas Island, Cocos-Keeling and the Andaman Sea
body: fusiform / normal",Dorsal spines (total): 9; Dorsal soft rays (total): 11 - 12; Anal spines : 3; Anal soft rays : 11. 1st spine of the anal fin is minute or imbedded .Terminal males typically have a series of partial to complete longitudinal thin blue lines on their sides . Females mainly bluish grey with fine white spotting over upper sides and a small red spot at axil of pectoral fin . Body shape ( shape guide ): fusiform / normal; Cross section: compressed,https://fishbase.se/summary/Stethojulis-bandanensis
159,Dussumieria acuta,dussumieria acuta,fishbase,OK,,,"max length: 20
environment: milieu / climate zone / depth range / distribution range
depth: L","max length: 20
environment: milieu / climate zone / depth range / distribution range
depth: L",https://fishbase.se/summary/Dussumieria-acuta
160,Epinephelus quoyanus,epinephelus quoyanus,fishbase,OK,,"Dorsal spines (total): 11; Dorsal soft rays (total): 16 - 18; Anal spines : 3; Anal soft rays : 8. Distinguished by the following characteristics: whitish color; head, body and fins with numerous large close-set hexagonal to roundish dark brown to blackish spots; ctenoid body scales except cycloid dorsoanteriorly above lateral line, on thorax and abdomen; body with auxiliary scales; greatest depth of body 2.7-3.2 in SL; rounded caudal fin; pelvic fins, 1.7-2.1 in head length ; head length 2.3-2.6 times in SL; evenly curved dorsal head profile; snout subequal to eye diameter, snout length 4.6-5.3 times in HL; rounded preopercle or subangular; upper edge of operculum almost straight; posterior nostril diameter about twice that of anterior nostrils; maxilla reaches to or past vertical at rear edge of eye; 2-3 rows of teeth on midlateral part of lower jaw; lower jaw barely projecting in front of upper jaw . Body shape ( shape guide ): fusiform / normal; Cross section: compressed","max length: 40
environment: milieu / climate zone / depth range / distribution range
depth: Japan to Australia
body: fusiform / normal","Dorsal spines (total): 11; Dorsal soft rays (total): 16 - 18; Anal spines : 3; Anal soft rays : 8. Distinguished by the following characteristics: whitish color; head, body and fins with numerous large close-set hexagonal to roundish dark brown to blackish spots; ctenoid body scales except cycloid dorsoanteriorly above lateral line, on thorax and abdomen; body with auxiliary scales; greatest depth of body 2.7-3.2 in SL; rounded caudal fin; pelvic fins, 1.7-2.1 in head length ; head length 2.3-2.6 times in SL; evenly curved dorsal head profile; snout subequal to eye diameter, snout length 4.6-5.3 times in HL; rounded preopercle or subangular; upper edge of operculum almost straight; posterior nostril diameter about twice that of anterior nostrils; maxilla reaches to or past vertical at rear edge of eye; 2-3 rows of teeth on midlateral part of lower jaw; lower jaw barely projecting in front of upper jaw . Body shape ( shape guide ): fusiform / normal; Cross section: compressed",https://fishbase.se/summary/Epinephelus-quoyanus
161,Lavinia exilicauda,lavinia exilicauda,fishbase,OK,,"Dorsal soft rays (total): 10 - 13; Anal soft rays : 11 - 13. Body deep and compressed; caudal peduncle tapering to narrow; caudal fin large; lateral line strongly decurved; head small, compressed, mouth terminal (slightly upturned); dorsal-fin origin behind pelvic-fin origin; scales on lateral line 54-62; dorsal fin with 10-13 rays; anal fin with 11-13 rays; pharyngeal teeth 0,5-4,0 or 0,5-5,0; brown-yellow above, scales on back and silver side darkly outlined (crosshatched pattern on small individuals); fins dusky; and small specimens with black caudal spot . Body shape ( shape guide ): fusiform / normal","max length: 36
environment: milieu / climate zone / depth range / distribution range
depth: Sacramento-San Joaquin, Clear Lake, Russian River, and Pajaro-Salinas river drainages in California, USA
body: fusiform / normal","Dorsal soft rays (total): 10 - 13; Anal soft rays : 11 - 13. Body deep and compressed; caudal peduncle tapering to narrow; caudal fin large; lateral line strongly decurved; head small, compressed, mouth terminal (slightly upturned); dorsal-fin origin behind pelvic-fin origin; scales on lateral line 54-62; dorsal fin with 10-13 rays; anal fin with 11-13 rays; pharyngeal teeth 0,5-4,0 or 0,5-5,0; brown-yellow above, scales on back and silver side darkly outlined (crosshatched pattern on small individuals); fins dusky; and small specimens with black caudal spot . Body shape ( shape guide ): fusiform / normal",https://fishbase.se/summary/Lavinia-exilicauda
162,Enneacanthus obesus,enneacanthus obesus,fishbase,OK,,,"max length: 9
environment: milieu / climate zone / depth range / distribution range
depth: 7
body: 3","max length: 9
environment: milieu / climate zone / depth range / distribution range
depth: 7
body: 3",https://fishbase.se/summary/Enneacanthus-obesus
163,Misgurnus anguillicaudatus,misgurnus anguillicaudatus,fishbase,OK,,"Dorsal view shows the male with larger pectoral fins and the female with fuller abdomen . Body is mottled with darker greenish-gray to dark brown markings, against a yellow-brown to brown color; conspicuous adipose crests along the ventral and dorsal mid-lines of the caudal peduncle; 10 barbels; suborbital spine hidden in the skin . Body shape ( shape guide ): elongated","max length: 28
environment: milieu / climate zone / depth range / distribution range
depth: Native to Siberia (Tugur and Amur drainages), Sakhalin, Korea, Japan, China south to northern Vietnam
body: elongated","Dorsal view shows the male with larger pectoral fins and the female with fuller abdomen . Body is mottled with darker greenish-gray to dark brown markings, against a yellow-brown to brown color; conspicuous adipose crests along the ventral and dorsal mid-lines of the caudal peduncle; 10 barbels; suborbital spine hidden in the skin . Body shape ( shape guide ): elongated",https://fishbase.se/summary/Misgurnus-anguillicaudatus
